Date,Open,High,Low,Close,Adj Close,Volume,Return Pct,Return,Cumulative Return Pct,Cumulative Return
2023-10-02,428.489990234375,430.4700012207031,426.3599853515625,429.2799987792969,427.554443359375,4666900,0.0,0.0,1.0,300000.0
2023-10-03,426.9200134277344,428.5400085449219,422.0299987792969,423.55999755859375,421.8574523925781,5467000,-0.013324597733178845,-3997.3793199536535,0.9866754022668212,296002.6206800463
2023-10-04,423.8999938964844,427.30999755859375,422.4599914550781,426.55999755859375,424.84539794921875,3560200,0.007082832221392277,2124.8496664176832,0.9936638585980517,298099.15757941554
2023-10-05,426.2799987792969,427.2300109863281,423.0400085449219,426.3599853515625,424.64617919921875,4030400,-0.00046892057901926076,-140.67617370577824,0.9931979091661274,297959.3727498382
2023-10-06,423.8699951171875,433.0199890136719,422.4599914550781,431.3699951171875,429.63604736328125,4153500,0.011750648913107398,3525.1946739322193,1.004868629097971,301460.5887293913
2023-10-09,429.45001220703125,434.7900085449219,428.9200134277344,434.2099914550781,432.4646301269531,2675500,0.0065836718800276195,1975.1015640082858,1.0114843544344851,303445.3063303456
2023-10-10,434.8900146484375,439.1499938964844,434.4700012207031,436.4800109863281,434.72552490234375,4430000,0.00522792991123211,1568.378973369633,1.0167723237457764,305031.69712373294
2023-10-11,437.6300048828125,438.5,435.1000061035156,438.3299865722656,436.56805419921875,3875600,0.004238373850463217,1271.5121551389652,1.0210817849746152,306324.5354923846
2023-10-12,438.9100036621094,439.2799987792969,433.1700134277344,435.70001220703125,433.94866943359375,4232300,-0.0059999460345985245,-1799.9838103795573,1.014955349367856,304486.6048103568
2023-10-13,437.17999267578125,438.3800048828125,431.7900085449219,433.4100036621094,431.6678466796875,4041200,-0.005255973608314757,-1576.792082494427,1.0096207708379608,302886.2312513882
2023-10-16,435.739990234375,439.0799865722656,435.5299987792969,437.9200134277344,436.15972900390625,4656900,0.010405876552468607,3121.762965740582,1.0201267599441088,306038.02798323263
2023-10-17,434.7300109863281,440.04998779296875,434.3999938964844,438.04998779296875,436.2891845703125,4864000,0.00029680770093531983,89.04231028059596,1.0204295414223905,306128.8624267171
2023-10-18,436.1400146484375,437.0899963378906,430.9800109863281,432.30999755859375,430.572265625,7890000,-0.013103508286465781,-3931.0524859397347,1.0070583344706077,302117.5003411823
2023-10-19,432.8500061035156,434.75,427.6199951171875,428.3900146484375,426.6680603027344,10020200,-0.009067479802951195,-2720.2439408853584,0.9979268533624017,299378.05600872054
