Date;Open;High;Low;Close;Adj Close;Volume;Return Pct;Return;Cumulative Return Pct;Cumulative Return
2023-10-02;440.29998779296875;451.75;438.6099853515625;447.82000732421875;447.7806396484375;43329800;0.0;0.0;1.0;300000.0
2023-10-03;448.0799865722656;451.29998779296875;432.4599914550781;435.1700134277344;435.1317443847656;47085000;-0.028247972653759224;-8474.391796127768;0.9717520273462408;291525.6082038722
2023-10-04;437.4200134277344;441.42999267578125;432.9200134277344;440.4100036621094;440.37127685546875;36182100;0.012041255409005691;3612.376622701707;0.9834531417017359;295035.94251052075
2023-10-05;440.5;449.0;438.8800048828125;446.8800048828125;446.8407287597656;39348300;0.014690903436057168;4407.27103081715;0.9979009568403632;299370.28705210896
2023-10-06;441.92999267578125;457.8900146484375;440.260009765625;457.6199951171875;457.57977294921875;43339700;0.02403327068967065;7209.981206901195;1.021883780657589;306565.13419727667
2023-10-09;448.4200134277344;456.04998779296875;443.67999267578125;452.7300109863281;452.6902160644531;40967500;-0.010685692798987123;-3205.707839696137;1.0109642445012144;303289.2733503643
2023-10-10;453.1000061035156;462.5899963378906;450.8800048828125;457.9800109863281;457.93975830078125;36858200;0.011596323600642444;3478.897080192733;1.0226877130291294;306806.31390873884
2023-10-11;461.9599914550781;468.5899963378906;460.5;468.05999755859375;468.01885986328125;37813700;0.022009666948114015;6602.9000844342045;1.045196728984829;313559.0186954487
2023-10-12;467.7699890136719;476.0899963378906;463.29998779296875;469.45001220703125;469.40875244140625;48132500;0.0029697362591991627;890.9208777597488;1.0483006876088916;314490.20628266747
2023-10-13;469.6000061035156;471.1600036621094;452.79998779296875;454.6099853515625;454.57000732421875;47411500;-0.031611564633191924;-9483.469389957578;1.0151622626675236;304548.6788002571
2023-10-16;450.6300048828125;462.25;449.1199951171875;460.95001220703125;460.90948486328125;37509900;0.013946097271967384;4183.829181590215;1.0293198143295155;308795.9442988546
2023-10-17;440.0;447.5400085449219;424.79998779296875;439.3800048828125;439.34136962890625;81233300;-0.046794687336002005;-14038.406200800602;0.9811531154492141;294345.9346347642
2023-10-18;425.9100036621094;432.19000244140625;418.25;421.9599914550781;421.9228820800781;62729400;-0.039646818517320215;-11894.045555196064;0.9422535159432958;282676.05478298874
2023-10-19;428.1099853515625;432.9700012207031;418.82000732421875;421.010009765625;420.9729919433594;50123300;-0.0022513359124677335;-675.40077374032;0.9401321867642036;282039.65602926107
2023-10-20;418.8999938964844;424.70001220703125;410.7799987792969;413.8699951171875;413.8336181640625;47638100;-0.016959220462906655;-5087.766138871996;0.924188277744595;277256.4833233785
2023-10-23;412.2900085449219;432.4800109863281;409.45001220703125;429.75;429.71221923828125;47853000;0.0383695291471553;11510.85874414659;0.9596489468049755;287894.68404149264
2023-10-24;430.7699890136719;436.9700012207031;426.9100036621094;436.6300048828125;436.59161376953125;40146300;0.01600930628280617;4802.79188484185;0.9750122607183487;292503.6782155046
2023-10-25;433.9800109863281;436.5;415.54998779296875;417.7900085449219;417.7532653808594;39837900;-0.043148672110354114;-12944.601633106235;0.9329417763770376;279882.53291311127
2023-10-26;418.5299987792969;422.55999755859375;398.79998779296875;403.260009765625;403.22454833984375;54100100;-0.03477822495958238;-10433.467487874716;0.9004957174040046;270148.71522120136
2023-10-27;411.29998779296875;412.05999755859375;400.1499938964844;405.0;404.9643859863281;41678400;0.004314810825996718;1294.4432477990154;0.904381186074223;271314.3558222669
2023-10-30;410.8699951171875;417.6600036621094;404.80999755859375;411.6099853515625;411.57379150390625;38802800;0.01632095499331454;4896.286497994362;0.9191415507089409;275742.46521268226
2023-10-31;404.5;408.7900085449219;392.29998779296875;407.79998779296875;407.7641296386719;51796900;-0.009256327647379381;-2776.898294213814;0.9106336753612585;273190.1026083775
2023-11-01;408.8399963378906;423.80999755859375;408.69000244140625;423.25;423.2127990722656;43759300;0.03788628844641906;11365.886533925717;0.9451342054550179;283540.26163650537
2023-11-02;433.2799987792969;438.8399963378906;428.94000244140625;435.05999755859375;435.0217590332031;40917200;0.02790312577224552;8370.937731673655;0.9715064040614806;291451.9212184442
2023-11-03;440.20001220703125;453.0899963378906;437.2300109863281;450.04998779296875;450.0104064941406;42385500;0.034454937367382366;10336.48121021471;1.0049795963654298;301493.87890962895
2023-11-06;452.8500061035156;459.3500061035156;448.989990234375;457.510009765625;457.46978759765625;40073300;0.016576019122821695;4972.805736846509;1.0216381573728288;306491.44721184863
2023-11-07;457.19000244140625;462.17999267578125;451.5799865722656;459.54998779296875;459.50958251953125;34316500;0.004458862589782564;1337.658776934769;1.026193501533033;307858.0504599099
2023-11-08;461.0;468.6700134277344;459.67999267578125;465.739990234375;465.69903564453125;34671900;0.01346969325658609;4040.9079769758273;1.040016013220585;312004.8039661755
2023-11-09;474.6700134277344;482.29998779296875;467.5;469.5;469.4587097167969;54049600;0.008073184147916912;2421.9552443750736;1.048412254012097;314523.6762036291
2023-11-10;475.0;484.7200012207031;472.8299865722656;483.3500061035156;483.3075256347656;42124500;0.02949953985585463;8849.86195675639;1.0793399330846933;323801.979925408
2023-11-13;483.20001220703125;491.1600036621094;480.989990234375;486.20001220703125;486.1572570800781;38413600;0.005896310928677817;1768.8932786033452;1.085704056927899;325711.2170783697
2023-11-14;496.79998779296875;498.3399963378906;490.3999938964844;496.55999755859375;496.5163269042969;41695400;0.021308063745539174;6392.419123661753;1.1088383081817093;332651.4924545128
2023-11-15;499.3500061035156;499.6000061035156;482.0;488.8800048828125;488.8370361328125;47549700;-0.015466340894293551;-4639.902268288065;1.0916886369107193;327506.59107321576
2023-11-16;486.7900085449219;495.25;483.29998779296875;494.79998779296875;494.7565002441406;33975600;0.012109279113049487;3632.783733914846;1.1049081993196157;331472.45979588473
2023-11-17;495.239990234375;497.1700134277344;490.07000732421875;492.9800109863281;492.9366760253906;32520500;-0.0036782219492861312;-1103.4665847858394;1.100844101728932;330253.23051867966
2023-11-20;493.1199951171875;505.4800109863281;491.80999755859375;504.0899963378906;504.0456848144531;41412000;0.02253638109997369;6760.914329992107;1.1256531439371535;337695.94318114605
2023-11-21;501.260009765625;505.1700134277344;492.2200012207031;499.44000244140625;499.3960876464844;56574700;-0.009224555051354777;-2767.366515406433;1.1152694945421746;334580.8483626524
2023-11-22;498.5199890136719;503.3500061035156;476.8999938964844;487.1600036621094;487.1171875;89942000;-0.024587497680150894;-7376.249304045268;1.087847808432376;326354.34252971277
2023-11-24;484.70001220703125;489.2099914550781;477.45001220703125;477.760009765625;477.718017578125;29464500;-0.01929550047312789;-5788.650141938368;1.0668572405300778;320057.17215902335
2023-11-27;478.0;485.29998779296875;476.5199890136719;482.4200134277344;482.3775939941406;39566200;0.009753821803996754;2926.146541199026;1.077263175944512;323178.95278335357
2023-11-28;482.3599853515625;483.2300109863281;474.7300109863281;478.2099914550781;478.1679382324219;40149100;-0.008726889088820133;-2618.06672664604;1.067862019688574;320358.6059065722
2023-11-29;483.7900085449219;487.6199951171875;478.6000061035156;481.3999938964844;481.357666015625;38200500;0.0066707270148520514;2001.2181044556155;1.074985435711445;322495.6307134335
2023-11-30;480.239990234375;481.1000061035156;464.2200012207031;467.70001220703125;467.6589050292969;52624700;-0.02845859109239457;-8537.57732771837;1.0443928647662535;313317.859429876
2023-12-01;465.25;472.0;461.8699951171875;467.6499938964844;467.60888671875;36880900;-0.00010695468429866573;-32.08640528959972;1.0442811620571186;313284.3486171356
2023-12-04;460.7699890136719;460.7699890136719;450.1000061035156;455.1000061035156;455.05999755859375;43754300;-0.026836293142786127;-8050.887942835838;1.0162565266686645;304876.95800059935
2023-12-05;454.6600036621094;466.0;452.7099914550781;465.6600036621094;465.6600036621094;37171800;0.023293645146540864;6988.093543962259;1.0399288455787405;311978.6536736222
2023-12-06;472.1499938964844;473.8699951171875;454.1199951171875;455.0299987792969;455.0299987792969;38059000;-0.0228278245913639;-6848.34737740917;1.0161895323043695;304856.85969131085
